D_SMILES,D_name,A_SMILES,A_name,Jsc(mAcm-2),Voc(V),FF(%),PCE(%),DOI,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(CC(CCCCCC)CCCCCCCC)S3)=C4C(SC(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C([*])S7)C8=NN(CCCCCCCC)N=C68)S5)=C4)=C2C9=CC=C(CC(CCCCCC)CCCCCCCC)S9)S1,J51,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC(CC(CC)CCCC)=C(C4=CC5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(C%11=C(CC(CC)CCCC)C=C(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)/C#N)=O)S%11)[Se]%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)[Se]4)S3,ID-Se-IC,15.2,0.91,0.62,8.6,https://doi.org/10.1039/C6EE00315J,,,,,,,,,,,
CCCCCCc1c([*])sc([*])c1,P3HT,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC=C(/C=C5SC(=S)N(CC)C5=O)C5=NCN=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC=C(/C=C4SC(=S)N(CC)C4=O)C4=NSN=C34)=C2)C=C1,IDT-2BR,5.99,0.84,0.69,3.49,https://doi.org/10.1039/C5EE02477C,,,,,,,,,,,
CCCCCCC(CC1=C(SC(C2=CC3=C(S2)C4=C(C5=NSN=C35)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(S7)C(C9=CC(F)=C(S9)CC(CCCCC)CCC)=C%10C=C(SC%10=C8C%11=CC(F)=C(S%11)CC(CCCCC)CCC)[*])=C1)[*])CCCC,D18,N#C/C(C#N)=C(C1=C(C2=O)C=C(F)C(F)=C1)/C2=C/C(SC3=C4SC5=C3N(C6=C5C7=NC=CN=C7C8=C6N(C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)/C#N)=C%10CCCCCCCCCCC)CC(CCCC)CC)CC(CCCCCCCC)CCCC)=C4CCCCCCCCCCC,AQX-6,26.8,0.892,0.778,18.6,https://doi.org/10.1038/s41467-023-40806-9,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCC(CC)CC1=C(C2=CC(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)=C(C3=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=C(C4=C(CC(CC)CCCC)C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)S2)SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1,A4T-16,21.8,0.88,0.8,15.2,https://doi.org/10.1038/s41467-021-25394-w,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC(CCCC)C1=C(C2=CC(C3=C(C)C=C(C)C=C3C)=C(C3=C(C4=C(C)C=C(C)C=C4C)C=C(C4=C(C(CCCC)CCCCCC)C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)S2)SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1,A4T-23,21,0.87,0.57,10.4,https://doi.org/10.1038/s41467-021-25394-w,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC(CCCC)C1=C(C2=CC(C3=CC=CC=C3)=C(C3=C(C4=CC=CC=C4)C=C(C4=C(C(CCCC)CCCCCC)C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)S2)SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1,A4T-21,5.55,0.94,0.3,1.57,https://doi.org/10.1038/s41467-021-25394-w,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCC(CC)COC1=CC(C2=CC3=C(S2)C2=C(C=C(/C=C4C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C(OCC(CC)CCCC)C=C1C1=CC2=C(S1)C1=C(C=C(/C=C3C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)S1)C2(CC(CC)CCCC)CC(CC)CCCC,DOC2C6-2F,21.35,0.85,0.73,13.24,https://doi.org/10.1038/s41467-019-11001-6,,,,,,,,,,,
O=C(C1=C(C2=CC(CC(CCCCCC)CCCCCCC)=C([*])S2)SC(C3=C(F)C(F)=C(C4=CC(C(OCC(CCCCCCCCCC)CCCCCCCC)=O)=C(C5=CC(CC(CCCCCC)CCCCCCC)=C(C6=CC=C(C7=C(F)C(F)=C(C8=CC=C([*])S8)C9=NSN=C97)S6)S5)S4)C%10=NSN=C%103)=C1)OCC(CCCCCCCC)CCCCCCCCCC,P3TEA,CCCCCCC(CCCCCC)N1C(=O)C2=CC=C3C4=C(C=CC(=C24)C1=O)C1=C2C4=C(C=C1)C(=O)N(C(CCCCCC)CCCCCC)C(=O)C4=CC(C1=CC=C4C(=C1)C1(C5=CC=CC=C5C5=CC=CC=C51)C1=C4C=CC(C4=CC5=C6C(=CC=C7C8=CC=C9C(=O)N(C(CCCCCC)CCCCCC)C(=O)C%10=C9C8=C(C=C%10)C4=C76)C(=O)N(C(CCCCCC)CCCCCC)C5=O)=C1)=C32,SF-PDI2,13.27,1.11,0.64,9.5,https://doi.org/10.1038/nenergy.2016.89,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6F)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4F)C2=C(C#N)C#N)=C3)C=C1,ITIC-6F,21.2,0.81,0.67,11.41,https://doi.org/10.1021/jacs.8b13653,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6F)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4F)C2=C(C#N)C#N)=C3)C=C1,ITIC-3F,17.8,0.89,0.64,10.21,https://doi.org/10.1021/jacs.8b13653,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1,ITIC-2F,16.7,0.91,0.66,10.03,https://doi.org/10.1021/jacs.8b13653,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1,ITIC-4F,17.6,0.83,0.68,9.91,https://doi.org/10.1021/jacs.8b13653,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC(F)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C=C1F)S2,HC-PCIC,17.53,0.73,0.69,8.52,https://doi.org/10.1021/jacs.8b12126,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(OC)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC(F)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(OC)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C=C1F)S2,FO-PCIC,15.02,0.9,0.61,8.29,https://doi.org/10.1021/jacs.8b12126,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(S3)CC(CC)CCCC)=C4C=C(SC4=C2C5=CC=C(S5)CC(CC)CCCC)C6=C7SC(C(OCC(CC)CCCC)=O)=C(F)C7=C(S6)[*])S1,PTB7-Th,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C6C7=C8C9=C%10C(C%11=CC=C%10C7=CC=C6C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C(C(SC(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)C#N)=O)=C%16)=C%16C%11(C%17=CC=C(CCCCCC)C=C%17)C%18=CC=C(CCCCCC)C=C%18)C=C9N(CC(CCCCCC)CCCCCCCC)C8=C5,DTPC-DFIC,21.92,0.76,0.61,10.21,https://doi.org/10.1021/jacs.7b13239,,,,,,,,,,,
O=C(C1=C(C2=CC(CC(CCCCCC)CCCCCCC)=C([*])S2)SC(C3=C(F)C(F)=C(C4=CC(C(OCC(CCCCCCCCCC)CCCCCCCC)=O)=C(C5=CC(CC(CCCCCC)CCCCCCC)=C(C6=CC=C(C7=C(F)C(F)=C(C8=CC=C([*])S8)C9=NSN=C97)S6)S5)S4)C%10=NSN=C%103)=C1)OCC(CCCCCCCC)CCCCCCCCCC,P3TEA,O=C1C2=C(C(/C1=C/C3=C4C(SC(CCCCCCCC)=C4)=C(S3)C5=CC6=C(C(C(CC(CCCC)CC)(C7=C8C=CC(C9=C%10SC(CCCCCCCC)=CC%10=C(S9)/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)C#N)=C7)CC(CCCC)CC)C8C6(CC(CCCC)CC)CC(CCCC)CC)C=C5)=C(C#N)C#N)C=C(F)C(F)=C2,FTTB-PDI4,13.89,1.13,0.66,10.58,https://doi.org/10.1021/jacs.7b09998,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(S3)CC(CC)CCCC)=C4C=C(SC4=C2C5=CC=C(S5)CC(CC)CCCC)C6=C7SC(C(OCC(CC)CCCC)=O)=C(F)C7=C(S6)[*])S1,PTB7-Th,O=C1N(CC(CCCCC)CCCCC)C(C2=C(C1C=C3)C4=C3C(C=CC5C(N(CC(CCCCC)CCCCC)C6=O)=O)=C(C5=C6C=C7C8=C9C%10=CC%11C%12=C(C(N(CC(CCCCC)CCCCC)C%11=O)=O)C=C%13C%14=C%15C(C%16=C%17C=C%15C%13%18C%19=CC%20=C%21C%22=C(C%23=CC%21C(N(CC(CCCCC)CCCCC)C%20=O)=O)C%24=C%25C(C%18=CC(C(N(CC(CCCCC)CCCCC)C%26=O)=O)=C%25C%26C=C%24C%27=C%23C%28=CC%29=C%30C%31=C(C=CC%30C(N(CC(CCCCC)CCCCC)C%29=O)=O)C%32=C%33C(C%27=CC(C(N(CC(CCCCC)CCCCC)C%34=O)=O)=C%33C%34C=C%32)=C%31%28)=C%22%19)=C(C8=CC%16C(N(CC(CCCCC)CCCCC)C%17=O)=O)C%10=C%14%12)C7=C4C9=C2)=O,SNTP,15.22,0.77,0.6,7.17,https://doi.org/10.1021/jacs.7b09140,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PBDB-T-SF,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4,IT-4F,20.38,0.87,0.77,13.7,https://doi.org/10.1021/jacs.7b02677,,,,,,,,,,,
[*]C1=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C(C2=C(C=CS3)C3=C(C4=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C([*])S7)C8=NN(CCC)N=C86)S5)S4)C9=C2SC=C9)S1,PvBDTTAZ,CCN(C/1=O)C(SC1=C/C2=CC=C(C(S3)=CC4=C3C5=CC(C6(CCCCCCCC)CCCCCCCC)=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C6C=C(C8=CC=C(/C=C9SC(N(CC)C9=O)=S)C%10=NSN=C8%10)S7)C%11=NSN=C2%11)=S,O-IDTBR,16.26,1.08,0.64,11.6,https://doi.org/10.1021/jacs.7b01606,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,O=C(C(C(F)=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C(CCCCCCCC)C9=C(C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C%13SC(/C=C%14C(C(C=CC=C%15F)=C%15C\%14=C(C#N)/C#N)=O)=C%12)=C%13S9)C(CCCCCCCC)=C8S5,NFBDT,17.85,0.87,0.67,10.42,https://doi.org/10.1021/jacs.7b01170,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(C(OCCCCCC)=C3)=CC(OCCCCCC)=C3C4=CC5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(C%11=C(OCCCCCC)C=C(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)C#N)=O)C(OCCCCCC)=C%11)S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4,IDT-BOC6,17.52,1.01,0.54,9.6,https://doi.org/10.1021/jacs.7b00566,,,,,,,,,,,
[*]C1=CC2=C(C(CC(CCCC)CCCCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C([*])S5)C6=NN(CC(CCCCCC)CCCC)N=C64)S3)S7)C7=C2CC(CCCCCC)CCCC)S1,FTAZ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)C#N)C2=C/C(S3)=CC4=C3C5=C(S4)C6=C(C7=CC(C8(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C(C%11=C8C(SC%12=C%13SC(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%12)=C%13S%11)C=C7C6(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S5,INIC3,19.44,0.86,0.67,11.5,https://doi.org/10.1021/jacs.6b12755,,,,,,,,,,,
[*]C1=CC2=C(C(CC(CCCC)CCCCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C([*])S5)C6=NN(CC(CCCCCC)CCCC)N=C64)S3)S7)C7=C2CC(CCCCCC)CCCC)S1,FTAZ,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S3)S2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC2=C3SC(CC3C(=O)C4=C(C=CC(F)=C4)C3=C(C#N)C#N)=C2)C=C1,INIC2,17.56,0.9,0.67,10.8,https://doi.org/10.1021/jacs.6b12755,,,,,,,,,,,
[*]C1=CC2=C(C(CC(CCCC)CCCCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C([*])S5)C6=NN(CC(CCCCCC)CCCC)N=C64)S3)S7)C7=C2CC(CCCCCC)CCCC)S1,FTAZ,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=CC=C6F)C5=C(C#N)C#N)S3)S2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC2=C3SC(CC3C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1,INIC1,16.63,0.93,0.64,10.1,https://doi.org/10.1021/jacs.6b12755,,,,,,,,,,,
[*]C1=CC2=C(C(CC(CCCC)CCCCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C([*])S5)C6=NN(CC(CCCCCC)CCCC)N=C64)S3)S7)C7=C2CC(CCCCCC)CCCC)S1,FTAZ,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S3)S2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC2=C3SC(CC3C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1,INIC,13.51,0.96,0.58,7.7,https://doi.org/10.1021/jacs.6b12755,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(SCCCCCCCCCCCC)S3)=C4C(SC(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C([*])S7)C8=NN(CC(CCCCCCCC)CCCCCC)N=C68)S5)=C4)=C2C9=CC=C(SCCCCCCCCCCCC)S9)S1,J61,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC(CCCCCC)=CC=C8)C9=CC=CC(CCCCCC)=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)S4,m-ITIC,18.31,0.91,0.7,11.77,https://doi.org/10.1021/jacs.6b09110,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(S3)CC(CC)CCCC)=C4C=C(SC4=C2C5=CC=C(S5)CC(CC)CCCC)C6=C7SC(C(OCC(CC)CCCC)=O)=C(F)C7=C(S6)[*])S1,PTB7-Th,O=C1N(C(CCC)CCC)C(C2=C(C1C=C3)C4=C3C(C=CC5C(N(C(CCC)CCC)C6=O)=O)=C(C5=C6C(C(S7)=CC8=C7C(C9=CC=C(C%10=CC%11=C(C=CC(C(N(C(CCC)CCC)C%12=O)=O)=C%13C%12C=C%14)C%13=C%14C(C=CC%15C(N%16C(CCC)CCC)=O)=C%11C%15=C%10C%16=O)S9)=C(C=C(C(C(C(N%17C(CCC)CCC)=O)=C%18C(C=CC%19=C%18%20)C%17=O)=CC%20=C%21C=CC%22=C%23C(C=CC%19=C%23%21)C(N(C%22=O)C(CCC)CCC)=O)S%24)C%24=C8C%25=CC=C(C(C(C(N%26C(CCC)CCC)=O)=C%27C(C=CC%28=C%27%29)C%26=O)=CC%29=C%30C=CC%31=C%32C(C=CC%28=C%32%30)C(N(C%31=O)C(CCC)CCC)=O)S%25)=C%33)C%33=C4C=C2)=O,TPB,17.9,0.79,0.58,8.47,https://doi.org/10.1021/jacs.6b03562,,,,,,,,,,,
CCCCC(CC1=C(C(C2=C(C3=CC=C(S3)C4=CC5=C(S4)C6=C(C7=C(C(C8=CC=C(S8)CCCCCCCC)=C6S5)C(SC([*])=C9)=C9S7)C%10=CC=C(S%10)CCCCCCCC)SC(C%11=CC=C([*])S%11)=C2%12)=O)C(C%12=O)=C(CC(CCCC)CC)S1)CC,PBDB-T1,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(C5=CC(C6(CCCCCC)CCCCCC)=C(C7=C6C=C(/C=C8C(C(C=CC=C9)=C9C8=C(C#N)C#N)=O)S7)C=C5C4(CCCCCC)CCCCCC)S3,IC-C6IDT-IC,15.05,0.89,0.63,8.71,https://doi.org/10.1021/jacs.6b00853,,,,,,,,,,,
CCCCC(CC1=C(C(C2=C(C3=CC=C(S3)C4=CC5=C(S4)C6=C(C7=C(C(C8=CC=C(S8)CCCCCCCC)=C6S5)C(SC([*])=C9)=C9S7)C%10=CC=C(S%10)CCCCCCCC)SC(C%11=CC=C([*])S%11)=C2%12)=O)C(C%12=O)=C(CC(CCCC)CC)S1)CC,PBDB-T1,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)C#N)=O)S9)C=C5C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)S3,IC-C1IDT-IC,13.39,0.92,0.6,7.39,https://doi.org/10.1021/jacs.6b00853,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C4C=C(F)C(F)=CC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C4C=C(F)C(F)=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BT-BO-L4F,27.8,0.83,0.7,16,https://doi.org/10.1021/jacs.1c00211,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=CC4=CC=CC=C43)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=CC4=C3C=CC=C4)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BT-BIC,24.1,0.85,0.62,13,https://doi.org/10.1021/jacs.1c00211,,,,,,,,,,,
